Amount,Delay,duration,response,BaseAmount,BaseDelay,RefID,duration_in_seconds,Age,Degree,Essentials,Investments,Leisure,Happiness,Sleep,Stress
65.0,24,860.6240000000107,1,20.0,0,5,0.8606240000000107,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
65.0,4,970.5160000000031,1,20.0,0,5,0.9705160000000032,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
80.0,4,799.8589999940305,1,20.0,0,5,0.7998589999940304,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
30.0,1,947.5879999999888,1,20.0,0,5,0.9475879999999888,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
25.0,52,935.73900000297,1,20.0,0,5,0.93573900000297,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
25.0,12,1206.7639999940293,1,20.0,0,5,1.2067639999940294,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
50.0,1,771.2749999940279,1,20.0,0,5,0.7712749999940279,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
65.0,52,834.3360000000102,1,20.0,0,5,0.8343360000000103,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
80.0,2,659.5059999940277,1,20.0,0,5,0.6595059999940277,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
130.0,52,818.5520000059623,1,20.0,0,5,0.8185520000059623,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
80.0,12,933.3200000059732,1,20.0,0,5,0.9333200000059731,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
130.0,2,867.3690000059723,1,20.0,0,5,0.8673690000059724,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
80.0,24,1113.8990000029737,1,20.0,0,5,1.1138990000029738,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
25.0,4,1420.5390000029874,1,20.0,0,5,1.4205390000029874,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
50.0,52,1038.5729999970065,1,20.0,0,5,1.0385729999970066,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
130.0,24,961.181999997032,1,20.0,0,5,0.961181999997032,23.0,PhD,40%,40%,20%,2.0,3.0,2.0
