Amount,Delay,duration,response,BaseAmount,BaseDelay,RefID,duration_in_seconds,Age,Degree,Essentials,Investments,Leisure,Happiness,Sleep,Stress
130.0,2,997.9810003814636,1,20.0,0,7,0.9979810003814635,23.0,PhD,,,,,8.0,
80.0,4,965.880999999994,1,20.0,0,7,0.965880999999994,23.0,PhD,,,,,8.0,
30.0,52,3102.190999809274,1,20.0,0,7,3.1021909998092743,23.0,PhD,,,,,8.0,
80.0,2,1989.078999618534,1,20.0,0,7,1.989078999618534,23.0,PhD,,,,,8.0,
30.0,2,2598.064000000013,1,20.0,0,7,2.5980640000000133,23.0,PhD,,,,,8.0,
50.0,52,1400.9209996185382,1,20.0,0,7,1.400920999618538,23.0,PhD,,,,,8.0,
25.0,12,2442.5770001907367,1,20.0,0,7,2.4425770001907368,23.0,PhD,,,,,8.0,
30.0,24,2891.91599980928,1,20.0,0,7,2.89191599980928,23.0,PhD,,,,,8.0,
30.0,4,3002.406000190764,1,20.0,0,7,3.002406000190764,23.0,PhD,,,,,8.0,
25.0,2,3443.159999809286,1,20.0,0,7,3.443159999809286,23.0,PhD,,,,,8.0,
25.0,1,998.2120003814924,1,20.0,0,7,0.9982120003814924,23.0,PhD,,,,,8.0,
130.0,12,1445.0370001907577,1,20.0,0,7,1.4450370001907578,23.0,PhD,,,,,8.0,
65.0,12,1639.595000381465,1,20.0,0,7,1.639595000381465,23.0,PhD,,,,,8.0,
25.0,24,1988.660000190721,1,20.0,0,7,1.9886600001907209,23.0,PhD,,,,,8.0,
50.0,1,1211.3089996185154,1,20.0,0,7,1.2113089996185153,23.0,PhD,,,,,8.0,
80.0,12,2178.2920001907623,1,20.0,0,7,2.1782920001907624,23.0,PhD,,,,,8.0,
80.0,24,1405.2789999999804,1,20.0,0,7,1.4052789999999804,23.0,PhD,,,,,8.0,
130.0,52,958.0800001907628,1,20.0,0,7,0.9580800001907628,23.0,PhD,,,,,8.0,
130.0,4,1181.9179998092586,1,20.0,0,7,1.1819179998092586,23.0,PhD,,,,,8.0,
65.0,2,750.8729998092749,1,20.0,0,7,0.7508729998092749,23.0,PhD,,,,,8.0,
50.0,24,1170.5719996185508,1,20.0,0,7,1.1705719996185509,23.0,PhD,,,,,8.0,
80.0,1,1590.1410000000033,1,20.0,0,7,1.5901410000000034,23.0,PhD,,,,,8.0,
130.0,24,1338.4760000000242,1,20.0,0,7,1.3384760000000242,23.0,PhD,,,,,8.0,
65.0,52,794.8339998092852,1,20.0,0,7,0.7948339998092852,23.0,PhD,,,,,8.0,
50.0,4,1016.055999809294,1,20.0,0,7,1.016055999809294,23.0,PhD,,,,,8.0,
30.0,12,1222.2829996185028,1,20.0,0,7,1.2222829996185027,23.0,PhD,,,,,8.0,
130.0,1,936.540000381472,1,20.0,0,7,0.936540000381472,23.0,PhD,,,,,8.0,
80.0,52,855.8159999999916,1,20.0,0,7,0.8558159999999916,23.0,PhD,,,,,8.0,
