m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.7494027259969349,0.1539990046250373,0.5819719520434727,0.9999999999999999,0.06658289173188361,0.02452741777110196,0.03575776547472238,0.1255650223711094,True,0.14952033326680225,0.16707301233167585,-0.000632510392908123,0.5008575520147034,0.1616097585785252,0.1606595108369767,-0.0010388811019132814,0.49845506317598554,4
