m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.7927935185939939,0.16443454188006693,0.5773882547998389,0.9999999999999999,0.06039525723197807,0.027710075696724488,0.03205562645398512,0.12342643539510556,True,0.10851616695667851,0.16078506390150973,-0.030526063012442838,0.6004284474810917,0.10850910972817765,0.15205295539833605,-0.03201449466529745,0.49855634044341846,8
