m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.10434125288876595,0.06665746203260055,7.485569919322858e-20,0.1915988120184674,0.0014146591562334968,0.002256824535351046,1.7648185567220038e-17,0.00769957806479774,True,-0.013376525697499853,0.05800332477346,-0.09114040713474779,0.0070292613136421515,-0.01337677890155993,0.058004272277435,-0.09114278607187669,0.00702946368066907,7
