m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
1.5496031977426308e-14,1.1076562148033082e-13,2.4833165601256646e-22,7.645891302136712e-14,7.978093556894942e-12,3.8376721736180627e-11,1.1106559383875304e-18,1.555655440063351e-10,True,-0.03313884371109275,0.030591595411801373,-0.08874141106517398,-0.017294524199321905,-0.03313889142246286,0.030591819702702527,-0.08875558196923186,-0.01729704994234999,5
