m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.4649685839590246,0.14867713203996374,8.662864803832568e-13,0.5857247248216244,0.010736943203223881,0.007483526026139284,2.888309039766458e-15,0.025879455712495822,True,-0.0007564969971300605,0.060292590165500606,-0.2391145857994656,0.018858238549189592,-0.0007586927516720719,0.060172164071609247,-0.2391234376237593,0.019030020469222947,6
