m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.9933664394163159,0.07684802532574693,0.9999999999995101,0.9999999999999999,0.06412353492535638,0.04629860393168873,0.006046878804476888,0.2008807473536175,True,0.06298262731292974,0.1241737628600811,0.0062727657298910925,0.5895854132613202,0.05461413442544048,0.10490232642966936,0.007538528934312564,0.17912213565419274,9
