m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.9999999999999908,9.864360850650863e-14,0.9999999999999606,0.9999999999999999,0.12782613426225378,0.06969973445102606,0.03309513739240899,0.24218606639680337,True,0.14298223307109287,0.1904217329278507,0.022540631404890307,0.5553024672459207,0.13557436419826677,0.1814884777183407,0.020597587759187054,0.5337209440478703,10
