m_est,m_err,m_95_CI_lowerbound,m_95_CI_upperbound,k_est,k_err,k_95_CI_lowerbound,k_95_CI_upperbound,k_in_range,beta_est,beta_err,beta_95_CI_lowerbound,beta_95_CI_upperbound,delta_est,delta_err,delta_95_CI_lowerbound,delta_95_CI_upperbound,RefID
0.6204357185288365,0.37120993997150953,2.453341342891863e-18,0.9999999999974301,0.0074626538035097644,0.006721048051116023,1.933730495139234e-17,0.023095206575750763,True,-0.002519147371501702,0.037316961551963325,-0.0694930252868777,0.018393655486797167,-0.0025193411168112027,0.03731703975337826,-0.06949945120641157,0.01839309126424719,2
